# Blotto run, B: 20, Rf: 0.00, Lf: 0.50 - 0.28 sec 
+-----+------+------+------+------+ 
| gen | best | mean |  sd  | avgH | best strategy
+-----+------+------+------+------+ 
|    1|0.9250|0.5000|0.2426|4.0876| - [0.100, 0.046, 0.076, 0.013, 0.069, 0.046, 0.032, 0.084, 0.092, 0.028, 0.012, 0.014, 0.013, 0.077, 0.072, 0.047, 0.010, 0.070, 0.063, 0.036]
|    2|0.8684|0.5000|0.2486|4.0667| - [0.109, 0.021, 0.081, 0.034, 0.083, 0.077, 0.007, 0.064, 0.083, 0.045, 0.048, 0.042, 0.103, 0.019, 0.014, 0.009, 0.065, 0.007, 0.004, 0.085]
|    3|0.9737|0.5000|0.2815|4.1256| - [0.110, 0.021, 0.081, 0.034, 0.083, 0.077, 0.007, 0.065, 0.083, 0.045, 0.048, 0.042, 0.103, 0.019, 0.014, 0.005, 0.065, 0.007, 0.004, 0.085]
|    4|0.9737|0.5000|0.2764|4.1454| - [0.110, 0.021, 0.081, 0.034, 0.083, 0.077, 0.007, 0.065, 0.083, 0.045, 0.048, 0.042, 0.103, 0.019, 0.014, 0.005, 0.065, 0.007, 0.004, 0.085]
|    5|0.9737|0.5000|0.2793|4.0342| - [0.110, 0.021, 0.081, 0.034, 0.083, 0.077, 0.007, 0.065, 0.083, 0.045, 0.048, 0.042, 0.103, 0.019, 0.014, 0.005, 0.065, 0.007, 0.004, 0.085]
|    6|0.9737|0.5000|0.2231|3.9488| - [0.110, 0.021, 0.081, 0.034, 0.083, 0.077, 0.007, 0.065, 0.083, 0.045, 0.048, 0.042, 0.103, 0.019, 0.014, 0.005, 0.065, 0.007, 0.004, 0.085]
|    7|0.9737|0.5000|0.2700|3.9401| - [0.114, 0.022, 0.084, 0.035, 0.086, 0.080, 0.007, 0.067, 0.018, 0.047, 0.050, 0.044, 0.107, 0.020, 0.015, 0.005, 0.067, 0.007, 0.036, 0.088]
|    8|0.9737|0.5000|0.2708|3.9335| - [0.118, 0.023, 0.088, 0.037, 0.090, 0.007, 0.007, 0.070, 0.090, 0.049, 0.052, 0.046, 0.111, 0.021, 0.015, 0.005, 0.070, 0.007, 0.004, 0.092]
|    9|0.8947|0.5000|0.2748|3.9192| - [0.118, 0.023, 0.088, 0.037, 0.090, 0.007, 0.007, 0.070, 0.090, 0.049, 0.052, 0.046, 0.111, 0.021, 0.015, 0.005, 0.070, 0.007, 0.004, 0.092]
|   10|0.9737|0.5000|0.2375|3.8825| - [0.137, 0.022, 0.086, 0.036, 0.088, 0.007, 0.007, 0.068, 0.088, 0.048, 0.051, 0.045, 0.109, 0.020, 0.015, 0.005, 0.069, 0.007, 0.004, 0.090]
|   11|0.9737|0.5000|0.1831|3.8663| - [0.137, 0.022, 0.086, 0.036, 0.088, 0.007, 0.007, 0.068, 0.088, 0.048, 0.051, 0.045, 0.109, 0.020, 0.015, 0.005, 0.069, 0.007, 0.004, 0.090]
|   12|0.9737|0.5000|0.2056|3.8629| - [0.137, 0.022, 0.086, 0.036, 0.088, 0.007, 0.007, 0.068, 0.088, 0.048, 0.051, 0.045, 0.109, 0.020, 0.015, 0.005, 0.069, 0.007, 0.004, 0.090]
|   13|0.9737|0.5000|0.2736|3.8539| - [0.137, 0.022, 0.086, 0.036, 0.088, 0.007, 0.007, 0.068, 0.088, 0.048, 0.051, 0.045, 0.109, 0.020, 0.015, 0.005, 0.069, 0.007, 0.004, 0.090]
|   14|0.9737|0.5000|0.2583|3.8424| - [0.137, 0.022, 0.086, 0.036, 0.088, 0.007, 0.007, 0.068, 0.088, 0.048, 0.051, 0.045, 0.109, 0.020, 0.015, 0.005, 0.069, 0.007, 0.004, 0.090]
|   15|0.9737|0.5000|0.2830|3.8402| - [0.147, 0.024, 0.092, 0.038, 0.094, 0.007, 0.008, 0.073, 0.094, 0.051, 0.054, 0.048, 0.116, 0.022, 0.016, 0.006, 0.003, 0.008, 0.004, 0.096]
|   16|0.9737|0.5000|0.2839|3.8233| - [0.147, 0.024, 0.092, 0.038, 0.094, 0.007, 0.008, 0.073, 0.094, 0.051, 0.054, 0.048, 0.116, 0.022, 0.016, 0.006, 0.003, 0.008, 0.004, 0.096]
|   17|0.9737|0.5000|0.2811|3.7792| - [0.151, 0.024, 0.095, 0.010, 0.097, 0.008, 0.008, 0.075, 0.097, 0.052, 0.056, 0.049, 0.120, 0.022, 0.017, 0.006, 0.003, 0.008, 0.004, 0.099]
|   18|0.9474|0.5000|0.2486|3.7633| - [0.151, 0.024, 0.095, 0.010, 0.097, 0.008, 0.008, 0.075, 0.097, 0.052, 0.056, 0.049, 0.120, 0.022, 0.017, 0.006, 0.003, 0.008, 0.004, 0.099]
|   19|0.9737|0.5000|0.2377|3.7528| - [0.152, 0.025, 0.095, 0.000, 0.098, 0.008, 0.008, 0.076, 0.098, 0.053, 0.057, 0.050, 0.121, 0.023, 0.017, 0.006, 0.003, 0.008, 0.004, 0.100]
|   20|0.9737|0.5000|0.2492|3.7445| - [0.164, 0.027, 0.103, 0.011, 0.000, 0.008, 0.009, 0.082, 0.105, 0.057, 0.061, 0.053, 0.130, 0.024, 0.038, 0.006, 0.003, 0.009, 0.004, 0.108]
|   21|0.9737|0.5000|0.2845|3.7019| - [0.166, 0.027, 0.093, 0.011, 0.000, 0.008, 0.009, 0.082, 0.106, 0.058, 0.061, 0.054, 0.131, 0.024, 0.038, 0.006, 0.003, 0.009, 0.004, 0.109]
|   22|0.9737|0.5000|0.2495|3.6338| - [0.174, 0.028, 0.109, 0.012, 0.000, 0.009, 0.009, 0.087, 0.112, 0.061, 0.000, 0.057, 0.138, 0.026, 0.040, 0.007, 0.003, 0.009, 0.005, 0.114]
|   23|0.9737|0.5000|0.2735|3.6024| - [0.174, 0.028, 0.109, 0.012, 0.000, 0.009, 0.009, 0.087, 0.112, 0.061, 0.000, 0.057, 0.138, 0.026, 0.040, 0.007, 0.003, 0.009, 0.005, 0.114]
|   24|0.9737|0.5000|0.2678|3.5723| - [0.174, 0.028, 0.109, 0.012, 0.000, 0.009, 0.009, 0.087, 0.112, 0.061, 0.000, 0.057, 0.138, 0.026, 0.040, 0.007, 0.003, 0.009, 0.005, 0.114]
|   25|0.9737|0.5000|0.2056|3.5191| - [0.176, 0.029, 0.110, 0.001, 0.000, 0.009, 0.009, 0.088, 0.113, 0.061, 0.000, 0.057, 0.140, 0.026, 0.041, 0.007, 0.003, 0.009, 0.005, 0.116]
|   26|0.9737|0.5000|0.2780|3.4937| - [0.179, 0.029, 0.087, 0.012, 0.000, 0.009, 0.009, 0.089, 0.114, 0.062, 0.000, 0.058, 0.142, 0.026, 0.041, 0.007, 0.003, 0.009, 0.005, 0.117]
|   27|0.9737|0.5000|0.2845|3.4932| - [0.179, 0.029, 0.087, 0.012, 0.000, 0.009, 0.009, 0.089, 0.114, 0.062, 0.000, 0.058, 0.142, 0.026, 0.041, 0.007, 0.003, 0.009, 0.005, 0.117]
|   28|0.9737|0.5000|0.2751|3.4837| - [0.179, 0.029, 0.087, 0.012, 0.000, 0.009, 0.009, 0.089, 0.114, 0.062, 0.000, 0.058, 0.142, 0.026, 0.041, 0.007, 0.003, 0.009, 0.005, 0.117]
|   29|0.9737|0.5000|0.2713|3.4741| - [0.179, 0.029, 0.087, 0.012, 0.000, 0.009, 0.009, 0.089, 0.114, 0.062, 0.000, 0.058, 0.142, 0.026, 0.041, 0.007, 0.003, 0.009, 0.005, 0.117]
|   30|0.8684|0.5000|0.2846|3.4725| - [0.179, 0.029, 0.087, 0.012, 0.000, 0.009, 0.009, 0.089, 0.114, 0.062, 0.000, 0.058, 0.142, 0.026, 0.041, 0.007, 0.003, 0.009, 0.005, 0.117]
|   31|0.9737|0.5000|0.2574|3.4834| - [0.186, 0.030, 0.066, 0.001, 0.000, 0.009, 0.010, 0.093, 0.119, 0.065, 0.000, 0.061, 0.148, 0.027, 0.043, 0.007, 0.003, 0.010, 0.000, 0.122]
|   32|0.9737|0.5000|0.2724|3.4961| - [0.186, 0.030, 0.066, 0.001, 0.000, 0.009, 0.010, 0.093, 0.119, 0.065, 0.000, 0.061, 0.148, 0.027, 0.043, 0.007, 0.003, 0.010, 0.000, 0.122]
|   33|0.9737|0.5000|0.2724|3.4911| - [0.201, 0.033, 0.098, 0.013, 0.000, 0.010, 0.011, 0.100, 0.129, 0.070, 0.000, 0.066, 0.160, 0.030, 0.046, 0.008, 0.004, 0.011, 0.005, 0.006]
|   34|0.9211|0.5000|0.2806|3.4699| - [0.201, 0.033, 0.098, 0.013, 0.000, 0.010, 0.011, 0.100, 0.129, 0.070, 0.000, 0.066, 0.160, 0.030, 0.046, 0.008, 0.004, 0.011, 0.005, 0.006]
|   35|0.9737|0.5000|0.2819|3.4498| - [0.209, 0.034, 0.101, 0.014, 0.000, 0.011, 0.000, 0.063, 0.134, 0.073, 0.000, 0.068, 0.166, 0.031, 0.048, 0.003, 0.004, 0.011, 0.006, 0.027]
|   36|0.9737|0.5000|0.2767|3.4400| - [0.209, 0.034, 0.101, 0.014, 0.000, 0.011, 0.000, 0.063, 0.134, 0.073, 0.000, 0.068, 0.166, 0.031, 0.048, 0.003, 0.004, 0.011, 0.006, 0.027]
|   37|0.9737|0.5000|0.2807|3.4227| - [0.209, 0.034, 0.101, 0.014, 0.000, 0.011, 0.000, 0.063, 0.134, 0.073, 0.000, 0.068, 0.166, 0.031, 0.048, 0.003, 0.004, 0.011, 0.006, 0.027]
|   38|0.9737|0.5000|0.2618|3.4213| - [0.209, 0.034, 0.101, 0.014, 0.000, 0.011, 0.000, 0.063, 0.134, 0.073, 0.000, 0.068, 0.166, 0.031, 0.048, 0.003, 0.004, 0.011, 0.006, 0.027]
|   39|0.9737|0.5000|0.2638|3.4037| - [0.247, 0.031, 0.093, 0.013, 0.000, 0.010, 0.010, 0.095, 0.122, 0.067, 0.000, 0.062, 0.152, 0.028, 0.044, 0.007, 0.004, 0.010, 0.005, 0.000]
|   40|0.9737|0.5000|0.2811|3.3677| - [0.254, 0.032, 0.067, 0.013, 0.000, 0.010, 0.010, 0.098, 0.126, 0.068, 0.000, 0.064, 0.156, 0.029, 0.045, 0.007, 0.004, 0.010, 0.005, 0.000]
|   41|0.9737|0.5000|0.2842|3.3132| - [0.254, 0.032, 0.067, 0.013, 0.000, 0.010, 0.010, 0.098, 0.126, 0.068, 0.000, 0.064, 0.156, 0.029, 0.045, 0.007, 0.004, 0.010, 0.005, 0.000]
|   42|0.9211|0.5000|0.2133|3.3213| - [0.254, 0.032, 0.067, 0.013, 0.000, 0.010, 0.010, 0.098, 0.126, 0.068, 0.000, 0.064, 0.156, 0.029, 0.045, 0.007, 0.004, 0.010, 0.005, 0.000]
|   43|0.9737|0.5000|0.2098|3.3158| - [0.283, 0.036, 0.075, 0.015, 0.000, 0.011, 0.012, 0.109, 0.025, 0.076, 0.000, 0.071, 0.174, 0.032, 0.050, 0.008, 0.004, 0.011, 0.006, 0.000]
|   44|0.9737|0.5000|0.2377|3.3088| - [0.283, 0.036, 0.075, 0.015, 0.000, 0.011, 0.012, 0.109, 0.025, 0.076, 0.000, 0.071, 0.174, 0.032, 0.050, 0.008, 0.004, 0.011, 0.006, 0.000]
|   45|0.8947|0.5000|0.2784|3.2870| - [0.283, 0.036, 0.075, 0.015, 0.000, 0.011, 0.012, 0.109, 0.025, 0.076, 0.000, 0.071, 0.174, 0.032, 0.050, 0.008, 0.004, 0.011, 0.006, 0.000]
|   46|0.9737|0.5000|0.2707|3.2710| - [0.305, 0.038, 0.081, 0.016, 0.000, 0.012, 0.013, 0.118, 0.027, 0.082, 0.000, 0.000, 0.188, 0.035, 0.054, 0.009, 0.004, 0.012, 0.006, 0.000]
|   47|0.8947|0.5000|0.2480|3.2337| - [0.305, 0.038, 0.081, 0.016, 0.000, 0.012, 0.013, 0.118, 0.027, 0.082, 0.000, 0.000, 0.188, 0.035, 0.054, 0.009, 0.004, 0.012, 0.006, 0.000]
|   48|0.7105|0.5000|0.2574|3.1632| - [0.305, 0.038, 0.081, 0.016, 0.000, 0.012, 0.013, 0.118, 0.027, 0.082, 0.000, 0.000, 0.188, 0.035, 0.054, 0.009, 0.004, 0.012, 0.006, 0.000]
|   49|0.5526|0.5000|0.1537|3.1268| - [0.305, 0.038, 0.081, 0.016, 0.000, 0.012, 0.013, 0.118, 0.027, 0.082, 0.000, 0.000, 0.188, 0.035, 0.054, 0.009, 0.004, 0.012, 0.006, 0.000]
|   50|0.9737|0.5000|0.1116|3.1116| - [0.313, 0.039, 0.083, 0.016, 0.000, 0.012, 0.013, 0.121, 0.000, 0.084, 0.000, 0.000, 0.193, 0.036, 0.056, 0.009, 0.004, 0.013, 0.007, 0.000]
|   51|0.9737|0.5000|0.2540|3.0871| - [0.320, 0.040, 0.085, 0.017, 0.000, 0.013, 0.013, 0.124, 0.028, 0.086, 0.000, 0.000, 0.146, 0.037, 0.057, 0.009, 0.005, 0.013, 0.007, 0.000]
|   52|0.9737|0.5000|0.2699|3.0901| - [0.335, 0.042, 0.089, 0.017, 0.000, 0.013, 0.014, 0.129, 0.030, 0.044, 0.000, 0.000, 0.153, 0.038, 0.060, 0.010, 0.005, 0.014, 0.007, 0.000]
|   53|0.9737|0.5000|0.2235|3.1352| - [0.335, 0.042, 0.089, 0.017, 0.000, 0.013, 0.014, 0.129, 0.030, 0.044, 0.000, 0.000, 0.153, 0.038, 0.060, 0.010, 0.005, 0.014, 0.007, 0.000]
|   54|0.9474|0.5000|0.2587|3.1259| - [0.335, 0.042, 0.089, 0.017, 0.000, 0.013, 0.014, 0.129, 0.030, 0.044, 0.000, 0.000, 0.153, 0.038, 0.060, 0.010, 0.005, 0.014, 0.007, 0.000]
