# Blotto run, B: 20, Rf: 0.50, Lf: 0.50 - 0.30 sec 
+-----+------+------+------+------+ 
| gen | best | mean |  sd  | avgH | best strategy
+-----+------+------+------+------+ 
|    1|0.9750|0.5000|0.2727|4.0279| - [0.096, 0.096, 0.016, 0.060, 0.018, 0.063, 0.088, 0.056, 0.067, 0.019, 0.009, 0.018, 0.002, 0.085, 0.040, 0.035, 0.061, 0.090, 0.071, 0.009]
|    2|0.9474|0.5000|0.2834|4.0078| - [0.096, 0.096, 0.016, 0.060, 0.018, 0.063, 0.088, 0.056, 0.067, 0.019, 0.009, 0.018, 0.002, 0.085, 0.040, 0.035, 0.061, 0.090, 0.071, 0.009]
|    3|0.6842|0.5000|0.2466|4.0038| - [0.096, 0.096, 0.016, 0.060, 0.018, 0.063, 0.088, 0.056, 0.067, 0.019, 0.009, 0.018, 0.002, 0.085, 0.040, 0.035, 0.061, 0.090, 0.071, 0.009]
|    4|0.9737|0.5000|0.2233|3.9952| - [0.097, 0.097, 0.016, 0.060, 0.018, 0.064, 0.089, 0.056, 0.068, 0.020, 0.009, 0.019, 0.002, 0.086, 0.040, 0.035, 0.062, 0.091, 0.072, 0.000]
|    5|0.9737|0.5000|0.2377|3.9843| - [0.101, 0.101, 0.017, 0.063, 0.018, 0.067, 0.093, 0.059, 0.071, 0.021, 0.010, 0.019, 0.002, 0.089, 0.042, 0.036, 0.064, 0.095, 0.022, 0.010]
|    6|0.9737|0.5000|0.2480|3.9800| - [0.101, 0.101, 0.017, 0.063, 0.018, 0.067, 0.093, 0.059, 0.071, 0.021, 0.010, 0.019, 0.002, 0.089, 0.042, 0.036, 0.064, 0.095, 0.022, 0.010]
|    7|0.9737|0.5000|0.2811|3.9745| - [0.101, 0.101, 0.017, 0.063, 0.018, 0.067, 0.093, 0.059, 0.071, 0.021, 0.010, 0.019, 0.002, 0.089, 0.042, 0.036, 0.064, 0.095, 0.022, 0.010]
|    8|0.9737|0.5000|0.2866|3.9665| - [0.104, 0.103, 0.017, 0.064, 0.019, 0.068, 0.095, 0.060, 0.072, 0.021, 0.010, 0.020, 0.002, 0.091, 0.043, 0.037, 0.066, 0.097, 0.000, 0.010]
|    9|0.8421|0.5000|0.2810|3.9453| - [0.104, 0.103, 0.017, 0.064, 0.019, 0.068, 0.095, 0.060, 0.072, 0.021, 0.010, 0.020, 0.002, 0.091, 0.043, 0.037, 0.066, 0.097, 0.000, 0.010]
