# Blotto run, B: 5, Rf: 0.50, Lf: 0.00 - 0.11 sec 
+-----+------+------+------+------+ 
| gen | best | mean |  sd  | avgH | best strategy
|   24|0.7105|0.5000|0.2469|1.7292| - [0.317, 0.003, 0.378, 0.276, 0.025]
|   25|0.5789|0.5000|0.1829|1.7370| - [0.317, 0.003, 0.378, 0.276, 0.025]
|   26|0.5000|0.5000|0.0000|1.7283| - [0.317, 0.003, 0.378, 0.276, 0.025]
|   27|0.9737|0.5000|0.1116|1.7277| - [0.334, 0.003, 0.397, 0.239, 0.027]
|   28|0.9737|0.5000|0.1831|1.7207| - [0.334, 0.003, 0.397, 0.239, 0.027]
|   29|0.9737|0.5000|0.1116|1.7277| - [0.334, 0.003, 0.397, 0.239, 0.027]
|   30|0.8684|0.5000|0.2348|1.7338| - [0.334, 0.003, 0.397, 0.239, 0.027]
|   31|0.9737|0.5000|0.2443|1.7218| - [0.341, 0.003, 0.331, 0.297, 0.027]
|   32|0.9737|0.5000|0.2674|1.7292| - [0.341, 0.003, 0.331, 0.297, 0.027]
|   33|0.9737|0.5000|0.2616|1.7366| - [0.341, 0.003, 0.331, 0.297, 0.027]
|   34|0.9737|0.5000|0.2759|1.7379| - [0.341, 0.003, 0.331, 0.297, 0.027]
|   35|0.9737|0.5000|0.2759|1.7383| - [0.328, 0.003, 0.338, 0.303, 0.028]
|   36|0.9737|0.5000|0.1116|1.7460| - [0.328, 0.003, 0.338, 0.303, 0.028]
|   37|0.9211|0.5000|0.2228|1.7464| - [0.328, 0.003, 0.338, 0.303, 0.028]
|   38|0.8421|0.5000|0.2443|1.7468| - [0.328, 0.003, 0.338, 0.303, 0.028]
|   39|0.9737|0.5000|0.2650|1.7475| - [0.332, 0.003, 0.342, 0.294, 0.028]
|   40|0.9474|0.5000|0.1829|1.7491| - [0.332, 0.003, 0.342, 0.294, 0.028]
|   41|0.9737|0.5000|0.2054|1.7491| - [0.329, 0.003, 0.344, 0.295, 0.028]
|   42|0.9737|0.5000|0.2363|1.7477| - [0.329, 0.003, 0.344, 0.295, 0.028]
|   43|0.9737|0.5000|0.2650|1.7464| - [0.329, 0.003, 0.344, 0.295, 0.028]
|   44|0.9737|0.5000|0.2372|1.7482| - [0.353, 0.003, 0.301, 0.312, 0.030]
|   45|0.9737|0.5000|0.2727|1.7492| - [0.353, 0.003, 0.301, 0.312, 0.030]
|   46|0.9737|0.5000|0.2814|1.7455| - [0.353, 0.003, 0.301, 0.312, 0.030]
|   47|0.9737|0.5000|0.2699|1.7562| - [0.373, 0.004, 0.318, 0.274, 0.032]
|   48|0.8947|0.5000|0.2645|1.7561| - [0.373, 0.004, 0.318, 0.274, 0.032]
|   49|0.7632|0.5000|0.2674|1.7563| - [0.373, 0.004, 0.318, 0.274, 0.032]
|   50|0.6053|0.5000|0.2038|1.7557| - [0.373, 0.004, 0.318, 0.274, 0.032]
|   51|0.5000|0.5000|0.0000|1.7555| - [0.373, 0.004, 0.318, 0.274, 0.032]
|   52|0.9737|0.5000|0.1116|1.7495| - [0.383, 0.004, 0.327, 0.282, 0.005]
|   53|0.9211|0.5000|0.2228|1.7416| - [0.383, 0.004, 0.327, 0.282, 0.005]
|   54|0.9211|0.5000|0.1823|1.7373| - [0.383, 0.004, 0.327, 0.282, 0.005]
|   55|0.9737|0.5000|0.2510|1.7131| - [0.384, 0.004, 0.297, 0.283, 0.033]
|   56|0.8421|0.5000|0.2443|1.6832| - [0.384, 0.004, 0.297, 0.283, 0.033]
|   57|0.6579|0.5000|0.2324|1.7202| - [0.384, 0.004, 0.297, 0.283, 0.033]
|   58|0.5000|0.5000|0.0000|1.7572| - [0.384, 0.004, 0.297, 0.283, 0.033]
|   59|0.5000|0.5000|0.0000|1.7572| - [0.384, 0.004, 0.297, 0.283, 0.033]
|   60|0.9737|0.5000|0.1116|1.7572| - [0.385, 0.004, 0.295, 0.283, 0.033]
|   61|0.9737|0.5000|0.1831|1.7475| - [0.397, 0.004, 0.307, 0.292, 0.000]
|   62|0.9737|0.5000|0.2443|1.7490| - [0.397, 0.004, 0.307, 0.292, 0.000]
|   63|0.9474|0.5000|0.2650|1.7393| - [0.397, 0.004, 0.307, 0.292, 0.000]
|   64|0.9474|0.5000|0.1534|1.7408| - [0.397, 0.004, 0.307, 0.292, 0.000]
|   65|0.9737|0.5000|0.1116|1.7490| - [0.397, 0.004, 0.307, 0.292, 0.000]
|   66|0.9737|0.5000|0.1831|1.7539| - [0.397, 0.004, 0.307, 0.292, 0.000]
|   67|0.9737|0.5000|0.2348|1.7429| - [0.397, 0.004, 0.307, 0.292, 0.000]
|   68|0.9737|0.5000|0.2674|1.7248| - [0.408, 0.004, 0.312, 0.241, 0.035]
|   69|0.9737|0.5000|0.2633|1.6688| - [0.408, 0.004, 0.312, 0.241, 0.035]
|   70|0.9737|0.5000|0.2647|1.6699| - [0.408, 0.004, 0.312, 0.241, 0.035]
|   71|0.9737|0.5000|0.1537|1.6096| - [0.408, 0.004, 0.312, 0.241, 0.035]
|   72|0.8158|0.5000|0.2412|1.6552| - [0.408, 0.004, 0.312, 0.241, 0.035]
|   73|0.6579|0.5000|0.2324|1.7010| - [0.408, 0.004, 0.312, 0.241, 0.035]
|   74|0.9737|0.5000|0.1116|1.7467| - [0.412, 0.004, 0.305, 0.243, 0.035]
|   75|0.8421|0.5000|0.2324|1.7469| - [0.412, 0.004, 0.305, 0.243, 0.035]
|   76|0.8421|0.5000|0.2443|1.7469| - [0.412, 0.004, 0.305, 0.243, 0.035]
|   77|0.6053|0.5000|0.2053|1.7472| - [0.412, 0.004, 0.305, 0.243, 0.035]
|   78|0.9737|0.5000|0.1831|1.7383| - [0.442, 0.004, 0.255, 0.261, 0.038]
|   79|0.9474|0.5000|0.2371|1.7279| - [0.442, 0.004, 0.255, 0.261, 0.038]
|   80|0.8158|0.5000|0.2724|1.7142| - [0.442, 0.004, 0.255, 0.261, 0.038]
|   81|0.9737|0.5000|0.2218|1.7070| - [0.464, 0.005, 0.267, 0.225, 0.039]
|   82|0.9474|0.5000|0.1829|1.7395| - [0.464, 0.005, 0.267, 0.225, 0.039]
|   83|0.9737|0.5000|0.1829|1.7371| - [0.488, 0.005, 0.281, 0.185, 0.041]
|   84|0.9737|0.5000|0.1831|1.7285| - [0.509, 0.005, 0.293, 0.193, 0.000]
|   85|0.9474|0.5000|0.1534|1.7167| - [0.509, 0.005, 0.293, 0.193, 0.000]
|   86|0.8947|0.5000|0.2363|1.6906| - [0.509, 0.005, 0.293, 0.193, 0.000]
|   87|0.8158|0.5000|0.2587|1.6527| - [0.509, 0.005, 0.293, 0.193, 0.000]
|   88|0.5789|0.5000|0.1823|1.5472| - [0.509, 0.005, 0.293, 0.193, 0.000]
|   89|0.5000|0.5000|0.0000|1.5109| - [0.509, 0.005, 0.293, 0.193, 0.000]
|   90|0.5000|0.5000|0.0000|1.5109| - [0.509, 0.005, 0.293, 0.193, 0.000]
|   91|0.5000|0.5000|0.0000|1.5109| - [0.509, 0.005, 0.293, 0.193, 0.000]
|   92|0.5000|0.5000|0.0000|1.5109| - [0.509, 0.005, 0.293, 0.193, 0.000]
|   93|0.9737|0.5000|0.1116|1.5105| - [0.514, 0.005, 0.296, 0.185, 0.000]
|   94|0.9737|0.5000|0.1537|1.5092| - [0.543, 0.005, 0.247, 0.206, 0.000]
|   95|0.9737|0.5000|0.2650|1.5037| - [0.547, 0.005, 0.241, 0.207, 0.000]
|   96|0.9211|0.5000|0.2371|1.4981| - [0.547, 0.005, 0.241, 0.207, 0.000]
|   97|0.7368|0.5000|0.2220|1.4955| - [0.547, 0.005, 0.241, 0.207, 0.000]
|   98|0.6842|0.5000|0.2466|1.4872| - [0.547, 0.005, 0.241, 0.207, 0.000]
|   99|0.6316|0.5000|0.2228|1.4833| - [0.547, 0.005, 0.241, 0.207, 0.000]
|  100|0.5000|0.5000|0.0000|1.4817| - [0.547, 0.005, 0.241, 0.207, 0.000]
|  101|0.9737|0.5000|0.1116|1.4786| - [0.580, 0.006, 0.255, 0.159, 0.000]
|  102|0.9737|0.5000|0.1831|1.4750| - [0.580, 0.006, 0.255, 0.159, 0.000]
|  103|0.9737|0.5000|0.1116|1.4786| - [0.580, 0.006, 0.255, 0.159, 0.000]
|  104|0.9474|0.5000|0.1534|1.4755| - [0.580, 0.006, 0.255, 0.159, 0.000]
|  105|0.9211|0.5000|0.2241|1.4365| - [0.578, 0.006, 0.256, 0.160, 0.000]
|  106|0.9737|0.5000|0.2228|1.4191| - [0.615, 0.006, 0.210, 0.169, 0.000]
|  107|0.9737|0.5000|0.2651|1.4007| - [0.615, 0.006, 0.210, 0.169, 0.000]
|  108|0.8684|0.5000|0.2556|1.3875| - [0.615, 0.006, 0.210, 0.169, 0.000]
|  109|0.9737|0.5000|0.2561|1.3800| - [0.629, 0.006, 0.192, 0.173, 0.000]
|  110|0.9474|0.5000|0.2001|1.3757| - [0.629, 0.006, 0.192, 0.173, 0.000]
|  111|0.9737|0.5000|0.2372|1.3761| - [0.593, 0.006, 0.222, 0.178, 0.000]
|  112|0.9737|0.5000|0.2767|1.3837| - [0.593, 0.006, 0.222, 0.178, 0.000]
|  113|0.6316|0.5000|0.2218|1.4069| - [0.593, 0.006, 0.222, 0.178, 0.000]
|  114|0.9737|0.5000|0.1116|1.4168| - [0.597, 0.000, 0.223, 0.180, 0.000]
|  115|0.9211|0.5000|0.1823|1.4119| - [0.597, 0.000, 0.223, 0.180, 0.000]
|  116|0.7632|0.5000|0.2497|1.3971| - [0.597, 0.000, 0.223, 0.180, 0.000]
|  117|0.7105|0.5000|0.2469|1.3921| - [0.597, 0.000, 0.223, 0.180, 0.000]
|  118|0.6316|0.5000|0.2202|1.3847| - [0.597, 0.000, 0.223, 0.180, 0.000]
|  119|0.5263|0.5000|0.0999|1.3759| - [0.597, 0.000, 0.223, 0.180, 0.000]
|  120|0.7632|0.5000|0.0939|1.3813| - [0.599, 0.000, 0.221, 0.180, 0.000]
|  121|0.8158|0.5000|0.1403|1.3754| - [0.630, 0.000, 0.180, 0.190, 0.000]
|  122|0.8684|0.5000|0.1675|1.3733| - [0.630, 0.000, 0.180, 0.190, 0.000]
|  123|0.7368|0.5000|0.0916|1.3810| - [0.617, 0.006, 0.216, 0.161, 0.000]
|  124|0.7368|0.5000|0.0768|1.3816| - [0.617, 0.006, 0.216, 0.161, 0.000]
|  125|0.8421|0.5000|0.1411|1.3865| - [0.617, 0.006, 0.216, 0.161, 0.000]
|  126|0.7105|0.5000|0.1416|1.3817| - [0.591, 0.006, 0.223, 0.179, 0.000]
|  127|0.7368|0.5000|0.1712|1.3878| - [0.591, 0.006, 0.223, 0.179, 0.000]
|  128|0.7105|0.5000|0.1686|1.3866| - [0.591, 0.006, 0.223, 0.179, 0.000]
|  129|0.7895|0.5000|0.2230|1.4018| - [0.597, 0.000, 0.223, 0.180, 0.000]
|  130|0.8421|0.5000|0.1827|1.4129| - [0.597, 0.000, 0.223, 0.180, 0.000]
|  131|0.9737|0.5000|0.2549|1.3940| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  132|0.9737|0.5000|0.1116|1.3727| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  133|0.9737|0.5000|0.1116|1.3727| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  134|0.9211|0.5000|0.1823|1.3735| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  135|0.8947|0.5000|0.2038|1.3738| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  136|0.8158|0.5000|0.2510|1.3749| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  137|0.6053|0.5000|0.2038|1.3779| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  138|0.5263|0.5000|0.1116|1.3790| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  139|0.5000|0.5000|0.0000|1.3793| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  140|0.5000|0.5000|0.0000|1.3793| - [0.620, 0.007, 0.184, 0.188, 0.000]
|  141|0.9737|0.5000|0.1116|1.3802| - [0.611, 0.007, 0.189, 0.193, 0.000]
|  142|0.9211|0.5000|0.1823|1.3815| - [0.617, 0.007, 0.186, 0.190, 0.000]
|  143|0.7895|0.5000|0.2469|1.3834| - [0.617, 0.007, 0.186, 0.190, 0.000]
|  144|0.5526|0.5000|0.1534|1.3874| - [0.617, 0.007, 0.186, 0.190, 0.000]
|  145|0.9737|0.5000|0.1116|1.3895| - [0.592, 0.007, 0.198, 0.202, 0.000]
|  146|0.9737|0.5000|0.1116|1.3890| - [0.592, 0.007, 0.198, 0.202, 0.000]
|  147|0.9737|0.5000|0.1831|1.3924| - [0.592, 0.007, 0.198, 0.202, 0.000]
|  148|0.9737|0.5000|0.1116|1.3890| - [0.592, 0.007, 0.198, 0.202, 0.000]
|  149|0.8947|0.5000|0.2038|1.3957| - [0.592, 0.007, 0.198, 0.202, 0.000]
|  150|0.9474|0.5000|0.1534|1.3912| - [0.592, 0.007, 0.198, 0.202, 0.000]
|  151|0.9737|0.5000|0.1116|1.3890| - [0.592, 0.007, 0.198, 0.202, 0.000]
|  152|0.9737|0.5000|0.1831|1.3820| - [0.673, 0.008, 0.203, 0.116, 0.000]
|  153|0.9737|0.5000|0.2049|1.3871| - [0.673, 0.008, 0.203, 0.116, 0.000]
|  154|0.9737|0.5000|0.2724|1.3450| - [0.673, 0.008, 0.203, 0.116, 0.000]
|  155|0.7105|0.5000|0.2540|1.3177| - [0.673, 0.008, 0.203, 0.116, 0.000]
|  156|0.9737|0.5000|0.2054|1.2758| - [0.664, 0.008, 0.209, 0.119, 0.000]
|  157|0.9737|0.5000|0.2218|1.2711| - [0.664, 0.008, 0.209, 0.119, 0.000]
|  158|0.9211|0.5000|0.2361|1.2720| - [0.664, 0.008, 0.209, 0.119, 0.000]
|  159|0.8158|0.5000|0.2049|1.2672| - [0.669, 0.000, 0.210, 0.120, 0.000]
|  160|0.7105|0.5000|0.1999|1.2542| - [0.669, 0.000, 0.210, 0.120, 0.000]
|  161|0.8684|0.5000|0.1523|1.2451| - [0.667, 0.000, 0.212, 0.121, 0.000]
|  162|0.8158|0.5000|0.1928|1.2318| - [0.667, 0.000, 0.212, 0.121, 0.000]
|  163|0.8158|0.5000|0.2412|1.2300| - [0.667, 0.000, 0.212, 0.121, 0.000]
|  164|0.9737|0.5000|0.1829|1.2282| - [0.693, 0.000, 0.220, 0.087, 0.000]
|  165|0.9474|0.5000|0.1534|1.2244| - [0.693, 0.000, 0.220, 0.087, 0.000]
|  166|0.7895|0.5000|0.2469|1.1992| - [0.693, 0.000, 0.220, 0.087, 0.000]
|  167|0.7368|0.5000|0.2497|1.1908| - [0.693, 0.000, 0.220, 0.087, 0.000]
|  168|0.6053|0.5000|0.2049|1.1643| - [0.693, 0.000, 0.220, 0.087, 0.000]
|  169|0.5000|0.5000|0.0000|1.1530| - [0.693, 0.000, 0.220, 0.087, 0.000]
|  170|0.5000|0.5000|0.0000|1.1530| - [0.693, 0.000, 0.220, 0.087, 0.000]
|  171|0.9737|0.5000|0.1116|1.1523| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  172|0.9211|0.5000|0.1823|1.1510| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  173|0.9211|0.5000|0.1823|1.1510| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  174|0.9211|0.5000|0.1823|1.1510| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  175|0.7368|0.5000|0.2040|1.1468| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  176|0.7105|0.5000|0.2469|1.1456| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  177|0.6842|0.5000|0.2412|1.1450| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  178|0.5789|0.5000|0.1831|1.1493| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  179|0.5000|0.5000|0.0000|1.1403| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  180|0.5000|0.5000|0.0000|1.1403| - [0.702, 0.000, 0.211, 0.088, 0.000]
|  181|0.9737|0.5000|0.1537|1.1388| - [0.722, 0.000, 0.188, 0.090, 0.000]
|  182|0.9737|0.5000|0.2443|1.1402| - [0.722, 0.000, 0.188, 0.090, 0.000]
|  183|0.9737|0.5000|0.2561|1.1411| - [0.722, 0.000, 0.188, 0.090, 0.000]
|  184|0.9474|0.5000|0.2231|1.1405| - [0.722, 0.000, 0.188, 0.090, 0.000]
|  185|0.7105|0.5000|0.2469|1.1230| - [0.722, 0.000, 0.188, 0.090, 0.000]
|  186|0.5000|0.5000|0.0000|1.1064| - [0.722, 0.000, 0.188, 0.090, 0.000]
|  187|0.9737|0.5000|0.1116|1.1028| - [0.755, 0.000, 0.150, 0.095, 0.000]
|  188|0.8947|0.5000|0.2038|1.0921| - [0.755, 0.000, 0.150, 0.095, 0.000]
|  189|0.7368|0.5000|0.2497|1.0705| - [0.755, 0.000, 0.150, 0.095, 0.000]
|  190|0.6316|0.5000|0.2202|1.0561| - [0.755, 0.000, 0.150, 0.095, 0.000]
|  191|0.5789|0.5000|0.1831|1.0464| - [0.755, 0.000, 0.150, 0.095, 0.000]
|  192|0.9737|0.5000|0.2049|1.0356| - [0.772, 0.000, 0.131, 0.097, 0.000]
|  193|0.8684|0.5000|0.2202|1.0278| - [0.772, 0.000, 0.131, 0.097, 0.000]
|  194|0.7368|0.5000|0.2040|1.0188| - [0.772, 0.000, 0.131, 0.097, 0.000]
|  195|0.9737|0.5000|0.2348|1.0091| - [0.773, 0.000, 0.130, 0.097, 0.000]
|  196|0.9737|0.5000|0.1829|1.0029| - [0.773, 0.000, 0.130, 0.097, 0.000]
|  197|0.9737|0.5000|0.2218|0.9956| - [0.792, 0.000, 0.109, 0.099, 0.000]
|  198|0.8421|0.5000|0.2443|0.9820| - [0.792, 0.000, 0.109, 0.099, 0.000]
|  199|0.7105|0.5000|0.2469|0.9682| - [0.792, 0.000, 0.109, 0.099, 0.000]
|  200|0.5263|0.5000|0.1116|0.9487| - [0.792, 0.000, 0.109, 0.099, 0.000]
|  201|0.9737|0.5000|0.1116|0.9417| - [0.816, 0.000, 0.112, 0.072, 0.000]
|  202|0.9737|0.5000|0.1537|0.9383| - [0.816, 0.000, 0.112, 0.072, 0.000]
|  203|0.9211|0.5000|0.2222|0.9342| - [0.813, 0.000, 0.086, 0.102, 0.000]
|  204|0.9474|0.5000|0.2574|0.9216| - [0.801, 0.000, 0.118, 0.081, 0.000]
|  205|0.7632|0.5000|0.2265|0.9297| - [0.801, 0.000, 0.118, 0.081, 0.000]
|  206|0.7105|0.5000|0.1320|0.9268| - [0.790, 0.000, 0.124, 0.085, 0.000]
|  207|0.9211|0.5000|0.1369|0.9240| - [0.870, 0.000, 0.128, 0.002, 0.000]
|  208|0.8947|0.5000|0.1323|0.9313| - [0.870, 0.000, 0.128, 0.002, 0.000]
|  209|0.8158|0.5000|0.1859|0.8740| - [0.870, 0.000, 0.128, 0.002, 0.000]
|  210|0.7368|0.5000|0.1264|0.8815| - [0.870, 0.000, 0.128, 0.002, 0.000]
|  211|0.6316|0.5000|0.1237|0.8245| - [0.870, 0.000, 0.128, 0.002, 0.000]
|  212|0.5263|0.5000|0.0694|0.7453| - [0.870, 0.000, 0.128, 0.002, 0.000]
|  213|0.6842|0.5000|0.0452|0.7416| - [0.826, 0.006, 0.079, 0.089, 0.000]
|  214|0.7368|0.5000|0.0573|0.7861| - [0.826, 0.006, 0.079, 0.089, 0.000]
|  215|0.7632|0.5000|0.0854|0.8094| - [0.826, 0.006, 0.079, 0.089, 0.000]
|  216|0.9737|0.5000|0.1183|0.7238| - [0.853, 0.007, 0.139, 0.002, 0.000]
|  217|0.7895|0.5000|0.2230|0.7837| - [0.853, 0.007, 0.139, 0.002, 0.000]
|  218|0.7368|0.5000|0.2083|0.8252| - [0.853, 0.007, 0.139, 0.002, 0.000]
|  219|0.7368|0.5000|0.1183|0.7718| - [0.858, 0.000, 0.140, 0.002, 0.000]
|  220|0.9737|0.5000|0.1116|0.6529| - [0.858, 0.000, 0.140, 0.002, 0.000]
|  221|0.9211|0.5000|0.1823|0.6474| - [0.858, 0.000, 0.140, 0.002, 0.000]
|  222|0.7895|0.5000|0.2469|0.6335| - [0.858, 0.000, 0.140, 0.002, 0.000]
|  223|0.9737|0.5000|0.2218|0.6149| - [0.853, 0.000, 0.145, 0.002, 0.000]
|  224|0.8947|0.5000|0.2218|0.6051| - [0.853, 0.000, 0.145, 0.002, 0.000]
|  225|0.8947|0.5000|0.2475|0.6031| - [0.853, 0.000, 0.145, 0.002, 0.000]
|  226|0.9211|0.5000|0.2612|0.5994| - [0.853, 0.000, 0.145, 0.002, 0.000]
|  227|0.9737|0.5000|0.2723|0.5769| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  228|0.8421|0.5000|0.2715|0.4913| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  229|0.7368|0.5000|0.2588|0.4227| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  230|0.6579|0.5000|0.2348|0.3630| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  231|0.6316|0.5000|0.2202|0.3454| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  232|0.5789|0.5000|0.1823|0.3065| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  233|0.5000|0.5000|0.0000|0.2481| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  234|0.5000|0.5000|0.0000|0.2481| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  235|0.5263|0.5000|0.1116|0.2578| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  236|0.5000|0.5000|0.0000|0.2481| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  237|0.5000|0.5000|0.0000|0.2481| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  238|0.5000|0.5000|0.0000|0.2481| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  239|0.5000|0.5000|0.0000|0.2481| - [0.961, 0.000, 0.037, 0.002, 0.000]
|  240|0.9737|0.5000|0.1116|0.2362| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  241|0.9737|0.5000|0.1116|0.2362| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  242|0.8421|0.5000|0.2443|0.1770| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  243|0.7632|0.5000|0.2612|0.1494| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  244|0.5789|0.5000|0.1823|0.0585| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  245|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  246|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  247|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  248|0.5000|0.5000|0.0000|0.0368| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  249|0.5000|0.5000|0.0000|0.0227| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  250|0.5000|0.5000|0.0000|0.0228| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  251|0.5000|0.5000|0.0000|0.0215| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  252|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  253|0.5000|0.5000|0.0000|0.0227| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  254|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  255|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  256|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  257|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  258|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  259|0.5000|0.5000|0.0000|0.0339| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  260|0.5000|0.5000|0.0000|0.0431| - [0.917, 0.000, 0.000, 0.083, 0.000]
|  261|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  262|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  263|0.5000|0.5000|0.0000|0.0214| - [1.000, 0.000, 0.000, 0.000, 0.000]
|  264|0.5000|0.5000|0.0000|0.0190| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  265|0.5000|0.5000|0.0000|0.0179| - [1.000, 0.000, 0.000, 0.000, 0.000]
|  266|0.5000|0.5000|0.0000|0.0180| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  267|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  268|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  269|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  270|0.5000|0.5000|0.0000|0.0354| - [0.998, 0.000, 0.000, 0.002, 0.000]
|  271|0.5000|0.5000|0.0000|0.0226| - [0.998, 0.000, 0.000, 0.002, 0.000]
